"","TCGA-44-2655","TCGA-44-2657","TCGA-44-2665","TCGA-44-2668","TCGA-44-3396","TCGA-44-3398","TCGA-44-6144","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7667","TCGA-44-7670","TCGA-44-7671","TCGA-44-7672","TCGA-49-6742","TCGA-49-6743","TCGA-49-6744","TCGA-49-6745","TCGA-50-7109","TCGA-55-7283","TCGA-55-7570","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7903","TCGA-55-7910","TCGA-55-7911","TCGA-55-7914","TCGA-78-7163","TCGA-78-7540","TCGA-86-7711","TCGA-86-7713","TCGA-91-6835","TCGA-91-6836","TCGA-93-7348"
"hsa-mir-4721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4722",0,1.298003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384709,0,0,0.131536,0,0.099859,0.225956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-4723",0,0,0,2.060284,1.659814,2.053979,0,0,0,0,0.204908,0,0,0,0.175313,0,0,0.136581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4724",0,1.298003,1.314969,0,0,0,0.469428,0,0.213641,0.33497,0.409816,0,0.164125,0.455997,0.525938,0.577063,0.208818,0,0.263072,0,0.299576,0,0,0.211717,0.157449,0.765236,0,0.406386,0,0.225494,0,0.483846,0,0.221604,0.134139,0.166514,0.175746,0.395088,0.406438,0
"hsa-mir-4725",5.517952,0,2.629939,0,0,0,0,0,0.10682,0,0,0,0,0.151999,0,0,0,0,0,0,0.199717,0,0,0.211717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4726",0,0,0,0,0,0,0.156476,0,0,0.167485,0,0,0,0,0.525938,0,0,0,0,0,0.199717,0,0,0,0,0,0.187261,0,0,0,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-4727",0,0,0,0,0,0,0.312952,0.149708,0.640922,0.502455,0,0.250623,0.164125,0.607996,0,0.192354,0,0.136581,0.263072,0,0.499293,0,0.628986,0,0.157449,0.382618,0.374522,0.203193,0,0.225494,0.231443,0,0.557563,0,0,0,0.351491,0,0.203219,0.213032
"hsa-mir-4728",42.304297,11.682031,6.574847,24.723407,76.351462,3.423298,0.469428,0.449123,0.427282,1.00491,1.02454,0,0.492374,0.151999,0.701251,0.769417,0.417636,0.136581,0,0.376221,0.399435,1.12978,0.157247,0.211717,0.472348,0.382618,1.123566,0.406386,0.30845,0.676481,0.694328,0,0.185854,0.221604,0.402416,0.499542,0.175746,0.987719,0.203219,0
"hsa-mir-4729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-4731",0,0,0,0,0,0,0,0,0,0.167485,0,0.125311,0,0.151999,0,0,0,0,0,0,0.199717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4732",123.234255,29.854078,28.929326,61.808517,74.691648,6.846595,6.884937,1.347369,6.409224,4.187126,0.614724,1.378425,7.057355,0.607996,4.382819,1.34648,3.54991,3.277949,0.657679,1.128662,1.897315,0.677868,0.943479,0.846867,6.612871,5.739273,2.996175,1.625544,0.462675,0.225494,1.388657,0.483846,3.717089,1.994438,0.670694,0.499542,0.702982,0.790175,2.23541,0.852129
"hsa-mir-4733",0,0,0,0,0,0.68466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225494,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-4734",0,0,1.314969,2.060284,0,0.68466,0,0,0,0,0,0,0,0.151999,0,0,0,0,0,0,0,0,0.157247,0,0,0.191309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18811,0.099859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225956,0,0.211717,0,0,0,0,0,0,0.231443,0,0,0,0,0,0,0,0,0
"hsa-mir-4737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4738",0,0,1.314969,0,0,2.738638,0.156476,0,0.10682,0,0,0.125311,0.164125,0.151999,0,0.192354,0,0,0,0,0,0,0,0.63515,0,0.191309,0,0,0,0.450987,0.231443,0.483846,0,0,0.134139,0,0,0,0,0
"hsa-mir-4739",0,1.298003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157449,0,0,0,0,0,0,0.483846,0,0,0,0,0,0,0,0
"hsa-mir-4740",0,1.298003,0,0,0,0.68466,0.312952,0.598831,0.534102,0,0.409816,0.375934,0.328249,0.151999,0.175313,0.577063,0.208818,0,0.131536,0,0.099859,0,0,0,0.157449,0.191309,0.561783,0,0,0.225494,0.231443,0.967693,0.743418,0.221604,0,0.166514,0,0.395088,0,0.426065
"hsa-mir-4741",9.196586,0,0,2.060284,0,2.053979,0.156476,0,0,0.167485,0,0,0,0,0,0,0.208818,0,0,0,0,0,0,0.211717,0.157449,0,0,0.203193,0,0.225494,0,0,0.557563,0.221604,0,0,0,0,0,0.106516
"hsa-mir-4742",1.839317,1.298003,1.314969,2.060284,1.659814,1.369319,0.156476,0.299415,0.213641,0.167485,0.409816,0.751868,0.492374,0,0,0.384709,0.626455,0.546325,0.131536,0,0.099859,0.677868,0.786233,0.846867,0.314899,0.382618,0.374522,0.406386,0.30845,0.225494,0,0,0,0.221604,0.268278,0.333028,0.175746,0.197544,0.203219,0.106516
"hsa-mir-4743",0,0,0,0,1.659814,0.68466,0.156476,0,0,0,0,0,0,0.151999,0,0,0,0,0,0,0,0,0.157247,0,0.314899,0,0,0.203193,0,0,0,0,0,0,0,0.166514,0,0,0,0.106516
"hsa-mir-4744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099859,0,0,0.211717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4745",5.517952,0,1.314969,6.180852,8.299072,1.369319,0,0,0,0,0.204908,0,0,0,0,0,0,0,0.131536,0,0,0,0.157247,0,0,0,0,0.203193,0,0.450987,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-4746",3.678634,7.78802,5.259877,6.180852,4.979443,13.69319,0.782379,0.449123,1.815947,0.837425,0.819632,0.375934,1.80537,0.759995,0.525938,1.34648,0.417636,0.546325,0.657679,1.128662,0.499293,1.581692,0.47174,0.63515,0.944696,0.765236,0.749044,0.406386,0.30845,1.352961,0.462886,0.483846,0.929272,1.772834,0.134139,0.832569,1.230219,0.987719,1.422534,0.745613
"hsa-mir-4747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4748",3.678634,0,0,2.060284,0,0,0,0,0,0,0,0,0,0.151999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-4750",0,0,0,2.060284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4751",0,0,0,4.120568,0,0,0.156476,0,0,0.167485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231443,0,0,0,0,0,0,0,0,0
"hsa-mir-4752",0,0,0,0,0,0,0,0,0,0,0,0,0,0.151999,0,0,0,0,0,0,0.099859,0,0,0,0.314899,0,0,0,0,0,0.231443,0.483846,0,0.221604,0,0,0,0,0,0
"hsa-mir-4753",0,0,0,2.060284,0,0,0.312952,0.149708,0,0,0,0,0,0,0.175313,0,0,0.273162,0,0,0,0,0,0,0,0,0,0,0,0.225494,0.231443,0,0.185854,0,0,0.333028,0.175746,0,0.203219,0
"hsa-mir-4754",0,2.596007,3.944908,8.241136,1.659814,0,0,0,0.10682,0,0,0,0,0,0,0,0.208818,0,0,0,0,0,0,0,0,0,0.187261,0,0,0,0,0,0,0,0.134139,0,0.351491,0,0,0.106516
"hsa-mir-4755",1.839317,1.298003,0,0,0,1.369319,0.156476,0.149708,0,0.167485,0,0,0,0,0.175313,0,0,0.136581,0,0.18811,0.099859,0,0,0.211717,0.314899,0,0,0,0,0,0,0.483846,0,0.443208,0,0,0,0,0.203219,0.106516
"hsa-mir-4756",0,0,0,0,0,3.423298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4757",0,2.596007,1.314969,0,1.659814,0,0,0,0,0,0,0,0.164125,0,0,0,0,0,0,0,0.099859,0.225956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106516
"hsa-mir-4758",11.035903,3.89401,7.889816,6.180852,0,0.68466,0.156476,0,0.320461,0.33497,0,0,0.164125,0.303998,0,0,0,0.136581,0,0,0,0.225956,0,0,0,0.191309,0.187261,0.406386,0,0.225494,0.694328,0,0,0.221604,0,0.166514,0,0.395088,0.203219,0
"hsa-mir-4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4762",0,0,0,2.060284,0,0,0,0.149708,0.213641,0,0.204908,0.125311,0.492374,0,0.175313,0,0.417636,0,0,0,0,0,0.157247,0,0,0,0.187261,0.406386,0.154225,0,0.694328,0,0,0.664813,0,0.333028,0.527237,0,0,0.106516
"hsa-mir-4763",1.839317,1.298003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263072,0,0.099859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4766",0,0,0,0,0,0,0,0.149708,0,0,0,0,0,0,0,0,0,0.136581,0,0,0,0,0,0.423433,0.157449,0,0,0,0,0,0,0.483846,0,0,0.134139,0,0,0,0.203219,0
"hsa-mir-4767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208818,0,0,0,0,0,0.157247,0,0,0,0,0,0,0,0,0,0,0,0.134139,0,0,0,0,0.106516
"hsa-mir-4769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4770",0,0,0,0,0,0,0.312952,0.149708,0.320461,0.837425,0,0,0.328249,0.151999,0,0,0.417636,0.273162,0.263072,0,0.699011,0.451912,0.314493,0,0.314899,0.191309,0.187261,0,0.30845,0,0,0.483846,0.371709,0,0,0.166514,0.527237,0.395088,0.203219,0.213032
"hsa-mir-4771-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4771-2",0,0,0,0,0,0,0.156476,0,0.10682,0,0,0,0,0,0,0,0,0,0,0,0.199717,0,0,0,0,0.191309,0,0,0,0,0,0,0.185854,0,0.134139,0,0,0.197544,0,0.213032
"hsa-mir-4772",7.357269,5.192014,3.944908,18.542555,14.93833,6.161936,9.232074,4.042107,8.652452,8.541736,5.942329,7.14275,8.206227,7.599947,13.148456,6.924754,3.967546,5.053504,3.419933,3.009767,4.5935,9.490155,9.90653,7.621803,8.974611,4.974036,7.115916,4.063861,8.019701,13.078628,10.646369,2.903078,10.036139,20.60919,5.902108,9.491292,5.096621,1.975438,7.112669,5.112776
"hsa-mir-4773-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4773-2",0,0,0,0,0,0,0,0,0.213641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203193,0,0,0,0,0,0,0,0,0,0,0.203219,0
"hsa-mir-4774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221604,0,0,0.175746,0,0,0
"hsa-mir-4775",0,0,0,0,0,0,0.312952,0.149708,0,0.33497,0,0.125311,0,0.303998,0.175313,0.577063,0.208818,0.409744,0,0.376221,0,0.225956,0.157247,0.211717,0.157449,0,0.187261,0.203193,0,0.450987,0,0.483846,0,0,0.268278,0.166514,0.351491,0.395088,0.203219,0
"hsa-mir-4776-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4776-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4777",0,0,0,0,0,0,0.782379,0.748538,0.640922,0.502455,1.639263,0.751868,0.656498,2.88798,0.701251,0.769417,0.835273,0.682906,0.789215,0.752442,0.699011,1.581692,1.257972,2.752318,0.787247,1.339164,1.123566,0.406386,0.154225,0.676481,2.082985,0,0.557563,0.664813,0.804833,0.832569,1.054473,0.197544,1.422534,0.213032
"hsa-mir-4778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4779",0,0,0,0,0,0,0,0,0.10682,0.167485,0,0.125311,0,0,0,0,0.208818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106516
"hsa-mir-4780",0,0,0,0,0,1.369319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4781",0,2.596007,1.314969,0,1.659814,0.68466,0.625903,0.299415,0.320461,0.33497,0.409816,0,0,0.607996,0.525938,0.192354,0.208818,0.682906,0.263072,0.376221,0,0,0.157247,0,0.314899,0,0.187261,0.203193,0.30845,0.676481,0.231443,0,0.557563,0.886417,0.402416,0.333028,0.878728,0.592631,0.609657,0.106516
"hsa-mir-4782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-4783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4784",1.839317,2.596007,0,0,1.659814,0,0.156476,0,0,12.896347,0,0,0,0.303998,0.175313,0,0,0.273162,0.263072,0,0,0,0,0.423433,0.314899,0,0,0,0,0,0,0,0,0,0,0.166514,0,0,0.406438,0
"hsa-mir-4785",0,0,0,0,0,0,0.312952,0.149708,0.213641,0.167485,0.204908,0.125311,0.164125,0,0,0.192354,0.208818,0.136581,0.789215,0,0.099859,0.677868,0,0.211717,0,0,0.187261,0.203193,0.154225,0,0.231443,0,0.185854,0.221604,0,0,0.175746,0.197544,0,0.319549
"hsa-mir-4786",0,0,1.314969,2.060284,0,2.053979,0.469428,0.149708,1.709126,0.502455,0.409816,0.250623,1.148872,0.151999,0.175313,0.577063,0.626455,0.956068,0.920751,0.376221,0.499293,0.225956,0.314493,1.905451,0.157449,1.339164,0.374522,0.406386,0.30845,0.676481,0.694328,0.967693,0,0.886417,0.402416,0,0,0.395088,0.812876,0.639097
"hsa-mir-4787",11.035903,3.89401,0,2.060284,4.979443,3.423298,0,0,0,0.167485,0,0.125311,0.164125,0.151999,0.175313,0,0,0.136581,0.131536,0,0.099859,0,0.157247,0.211717,0,0,0.187261,0.203193,0,0,0,0.483846,0,0.443208,0.134139,0.166514,0.351491,0,0,0
"hsa-mir-4788",0,0,0,4.120568,0,0,0.312952,0,4.272816,0,0,0.125311,0,1.975986,0,0.192354,0,0,0.131536,0.18811,0.199717,0.225956,0.157247,0,0,0,0.187261,0,0,0,0.231443,0,0,0,0,0,0,0,0,0
"hsa-mir-4789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4791",0,0,0,0,0,0,0.156476,0,0.427282,0.167485,0,0,0,0,0.350625,0.192354,0,0.273162,0.263072,0.376221,0.299576,0.677868,0.314493,0,0.157449,0.191309,0.749044,0.203193,0,0,0.694328,0,0.743418,0.443208,0.134139,0.333028,0.175746,0.592631,0.203219,0.106516
"hsa-mir-4792",0,0,1.314969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131536,0,0,0.225956,0.157247,0,0.157449,0.191309,0,0,0,0,0,0,0.185854,0,0.134139,0,0,0,0,0
"hsa-mir-4793",0,1.298003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225494,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4794",0,0,0,0,0,0,0.156476,0.149708,0,0,0.204908,0,0,0,0,0,0,0.273162,0,0,0,0,0,0,0.314899,0.191309,0,0,0,0.225494,0,0,0.185854,0,0,0,0,0.197544,0.203219,0
"hsa-mir-4795",0,0,0,0,0,0,0,0.149708,0,0,0.204908,0,0,0.151999,0.175313,0,0.208818,0,0,0,0,0,0,0,0.157449,0,0,0.203193,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4796",0,0,0,0,0,0,0,0.149708,0.213641,0,0,0.250623,0,0,0.175313,0,0,0,0,0.18811,0.099859,0,0,0,0,0,0,0.203193,0,0,0,0,0,0,0,0,0,0,0.203219,0
"hsa-mir-4797",0,0,1.314969,0,0,0,1.251807,0,0.854563,0.167485,0,0,0.328249,0,0.525938,0,0.626455,0,0.263072,0.376221,0.399435,0,0,0,0,0,0,0.203193,0,0.225494,0,0.967693,0.557563,0,0.134139,0,0,0.197544,0,0.213032
"hsa-mir-4798",0,0,0,0,0,0,0,0,0,0,0.204908,0,0,0,0,0,0,0,0.131536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231443,0,0,0.221604,0,0,0,0.395088,0,0
"hsa-mir-4800",3.678634,7.78802,0,0,8.299072,0.68466,0.469428,0.299415,0.747743,0.66994,0.204908,0.375934,0.328249,0.151999,0.175313,0.384709,0,0.136581,0.263072,0.376221,0.299576,0.451912,0.314493,0.423433,0.314899,0.382618,0.374522,0.203193,0.154225,0.225494,0.462886,0.967693,0.185854,0,0.134139,0.166514,0.351491,0.197544,0.203219,0
"hsa-mir-4801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4802",0,0,0,0,0,0,0,0,0.213641,0.167485,0.204908,0,0,0,0.175313,0,0.208818,0,0,0,0.099859,0.451912,0,0.211717,0,0.191309,0,0,0,0,0,0,0.185854,0.443208,0,0,0,0.395088,0,0
"hsa-mir-4803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-4804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-483",34.947028,120.714317,15.779632,26.783691,29.876659,11.639212,0.469428,0,0.427282,0,0,0.626557,0.328249,0.303998,0.876564,0.192354,1.879364,0.546325,0.263072,1.316773,0.099859,0.225956,0.314493,0.63515,0.314899,0,0.187261,0.203193,0.154225,2.705923,0,0,0,0,0.268278,0.166514,0,0.395088,0.203219,0.213032
"hsa-mir-484",318.201883,494.5393,223.544789,261.656056,559.357453,227.99162,78.237919,20.060829,48.603281,83.240058,31.555819,25.93946,42.015883,20.975855,24.543784,21.351323,35.916735,24.721197,12.890515,8.276858,14.57937,21.239871,27.203645,37.897297,60.617989,47.444656,30.898055,20.928885,13.726027,17.813993,30.087564,28.063086,24.904494,34.791858,18.913572,37.132598,22.495432,20.347009,24.995951,11.716779
"hsa-mir-485",29.429076,15.576041,23.669448,86.531924,91.289792,52.718783,1.564758,1.497077,0.747743,1.33988,2.049079,0.87718,1.80537,1.215992,0.701251,1.34648,1.044091,0.956068,0.526143,0.564331,0.79887,0.903824,0.786233,1.482017,1.102145,0.956545,0.187261,0.203193,0.771125,0.450987,0.231443,0.483846,0.929272,0.221604,0.536555,1.332111,1.054473,3.358244,0.203219,0.639097
"hsa-mir-486",34393.393172,5538.580555,9387.566176,11381.008303,13140.750601,1917.046653,2488.748214,806.924399,3417.825419,1998.766305,507.147086,744.099086,2593.660132,321.781768,1916.869504,499.928733,1967.067695,1460.73591,747.123738,495.859032,676.542692,406.720928,931.371023,785.469118,3076.874631,1609.100803,636.125406,423.860717,355.488684,156.943534,330.037434,299.500864,1015.508623,933.618464,467.205475,523.353157,556.937697,223.224472,1147.171891,442.255135
"hsa-mir-486-2",0,1.298003,2.629939,4.120568,1.659814,0,0,0.299415,1.815947,0.502455,0.204908,0.375934,1.148872,0,0.525938,0.192354,0,0.136581,0,0,0.199717,0.451912,0.157247,0.423433,1.102145,0.382618,0,0,0.154225,0,0,0,0,0,0.268278,0.166514,0.351491,0,0.406438,0.106516
"hsa-mir-487a",0,5.192014,6.574847,24.723407,28.216845,6.161936,0,0.299415,0.534102,0.33497,0.409816,0.501246,0.328249,0.303998,0.175313,0,0.208818,0.682906,0.263072,0.18811,0.299576,0.903824,0,0,0.157449,0,0.187261,0,0.154225,0.225494,0,0.483846,0.929272,0,0.134139,0,0,0.790175,0.406438,0.319549
"hsa-mir-487b",0,3.89401,3.944908,2.060284,0,9.585233,1.095331,1.047954,1.495486,0.837425,3.483435,2.631539,1.80537,2.279984,1.92844,1.154126,1.252909,2.595043,2.23611,0.940552,1.098446,1.807649,1.729712,1.905451,0.944696,2.295709,0.749044,0.406386,1.2338,1.127468,0.231443,0.483846,2.230253,1.329625,1.609666,0.999083,0.878728,3.950876,1.625753,1.171678
"hsa-mir-488",0,0,0,0,0,0,0,0.149708,0.213641,0,0,0.375934,0,0.455997,0.175313,0,0,0.409744,0,0.18811,0.299576,0,0.157247,0.211717,0,0,0,0.406386,0,0,0,0.483846,0.185854,0,0.402416,0,0,0.395088,0,0.106516
"hsa-mir-489",0,0,0,0,0,0,0,0.449123,0.427282,0,0.204908,0.125311,0,0.151999,0,0,0,0,0,0.18811,0.299576,0,0,0.211717,0.314899,0,0,0.609579,0.154225,0,0.462886,0,0,0.664813,0,0.166514,0,0,0,0
"hsa-mir-490",1.839317,2.596007,3.944908,4.120568,11.618701,13.008531,3.285993,3.592984,3.525073,0.837425,1.639263,1.002491,0.656498,1.367991,1.577815,0.577063,0,0.136581,0.789215,2.069214,2.796044,2.711473,2.201451,0.423433,0.629797,0.956545,3.557958,0.609579,0.771125,0.676481,5.554627,0.483846,1.300981,0.443208,3.35347,1.498625,2.460438,0,0.812876,5.219292
"hsa-mir-491",23.911124,11.682031,9.204785,16.482271,24.897216,7.531255,2.034186,2.095908,2.029588,2.177305,1.434355,0.751868,1.148872,2.431983,1.227189,0.961771,0.626455,1.09265,0.920751,1.504883,0.499293,1.12978,1.100726,3.387468,2.36174,2.295709,0.936305,2.031931,1.079575,1.352961,0.462886,0.483846,1.67269,0.886417,0.536555,1.998167,1.230219,1.58035,1.219315,0.532581
"hsa-mir-492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157247,0,0.157449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-493",5.517952,12.980034,6.574847,16.482271,11.618701,15.062509,3.75542,3.742692,4.379636,3.517186,8.196317,5.137767,2.461868,5.319963,4.382819,2.500605,2.923455,5.73641,4.735291,0.752442,1.997174,2.033605,3.931163,4.869485,2.676638,5.165346,1.310827,0.609579,1.696475,2.254936,0.694328,0.967693,4.088798,1.329625,2.816915,5.661472,1.405965,6.716489,4.47082,2.23684
"hsa-mir-494",0,2.596007,1.314969,0,0,1.369319,0.156476,0.598831,0.320461,0,0.614724,0.501246,0,0.303998,0.175313,0.384709,0,0.546325,0.131536,0,0.099859,0.225956,0.314493,0.846867,0.787247,0.191309,0.187261,0,0.462675,0,0,0,0.557563,0,0.134139,0.166514,0,2.370525,0.203219,0.319549
"hsa-mir-495",9.196586,5.192014,0,8.241136,4.979443,0.68466,2.190662,3.592984,1.388665,3.684671,3.89325,2.882162,1.969494,4.407969,3.155629,2.115897,2.088182,1.502393,2.630717,1.128662,0.599152,2.711473,2.201451,5.504635,2.519189,2.678327,1.123566,0.406386,1.2338,1.352961,1.388657,0.967693,2.601962,0.664813,1.207249,3.829819,1.58171,5.531226,3.048287,1.491226
"hsa-mir-496",0,1.298003,1.314969,0,0,2.053979,1.564758,0.299415,1.281845,0.837425,0.204908,0.250623,0.820623,1.671988,2.279066,0.961771,0.626455,1.775556,0.920751,0.940552,0.399435,0,0.47174,0.423433,1.102145,0.956545,0.187261,0.406386,0.154225,1.352961,0.231443,0,1.486835,0.221604,0.938972,1.165597,0.175746,2.568069,0,0.852129
"hsa-mir-497",23.911124,11.682031,26.299387,6.180852,24.897216,21.224445,28.009175,23.354398,15.275317,17.585928,24.58895,16.541105,15.427707,19.151867,16.479398,17.888947,16.079003,19.39453,18.15195,9.969852,16.776262,12.879496,24.215961,20.113091,30.23027,25.061492,18.726094,12.801163,14.497152,6.764807,17.35821,13.06385,16.541045,15.955502,29.510538,15.985333,15.289864,22.915078,19.712254,14.166651
